,aff_city,aff_cityNow,aff_country,aff_countryNow,aff_locationString,aff_name,aff_nameNow,awardYear,category,categoryFullName,city,cityNow,continent,country,countryNow,date,dateAwarded,gender,id,knownName,locationString,motivation,portion,prizeAmount,prizeAmountAdjusted,prizeStatus,sortOrder,new_category,key_col,matches,check
177,Heidelberg,Heidelberg,Germany,Germany,"Heidelberg, Germany",University of Heidelberg,University of Heidelberg,1963,Physics,The Nobel Prize in Physics,Hamburg,Hamburg,Europe,Germany,Germany,1907-06-25,,male,80,J. Hans D. Jensen,"Hamburg, Germany",for their discoveries concerning nuclear shell structure,1/4,265000,2839286,received,3,Physics,jhansdjensen1963physics,,0
178,"Providence, RI","Providence, RI",USA,USA,"Providence, RI, USA",Brown University,Brown University,2016,Physics,The Nobel Prize in Physics,Aberdeen,Aberdeen,Europe,United Kingdom,United Kingdom,1943-06-22,2016-10-04,male,930,J. Michael Kosterlitz,"Aberdeen, United Kingdom",for theoretical discoveries of topological phase transitions and topological phases of matter,1/4,8000000,8301051,received,3,Physics,jmichaelkosterlitz2016physics,michaelkosterlitz2016physics,28
179,Cambridge,Cambridge,United Kingdom,United Kingdom,"Cambridge, United Kingdom",University of Cambridge,University of Cambridge,1906,Physics,The Nobel Prize in Physics,Cheetham Hill,Cheetham Hill,Europe,United Kingdom,United Kingdom,1856-12-18,,male,10,J.J. Thomson,"Cheetham Hill, United Kingdom",in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases,1,138536,7421571,received,1,Physics,jjthomson1906physics,,0
180,"Dallas, TX","Dallas, TX",USA,USA,"Dallas, TX, USA",Texas Instruments,Texas Instruments,2000,Physics,The Nobel Prize in Physics,"Jefferson City, MO","Jefferson City, MO",North America,USA,USA,1923-11-08,2000-10-10,male,728,Jack Kilby,"Jefferson City, MO, USA",for his part in the invention of the integrated circuit,1/2,9000000,11333109,received,3,Physics,jackkilby2000physics,,0
181,Geneva,Geneva,Switzerland,Switzerland,"Geneva, Switzerland",CERN,CERN,1988,Physics,The Nobel Prize in Physics,Bad Kissingen,Bad Kissingen,Europe,Germany,Germany,1921-05-25,1988-10-19,male,134,Jack Steinberger,"Bad Kissingen, Germany",for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,1/3,2500000,4645689,received,3,Physics,jacksteinberger1988physics,jacksteinberger1988physics,26
182,Liverpool,Liverpool,United Kingdom,United Kingdom,"Liverpool, United Kingdom",Liverpool University,Liverpool University,1935,Physics,The Nobel Prize in Physics,Manchester,Manchester,Europe,United Kingdom,United Kingdom,1891-10-20,,male,41,James Chadwick,"Manchester, United Kingdom",for the discovery of the neutron,1,159917,4997406,received,1,Physics,jameschadwick1935physics,,0
183,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA",University of Chicago,University of Chicago,1980,Physics,The Nobel Prize in Physics,"Chicago, IL","Chicago, IL",North America,USA,USA,1931-09-29,1980-10-12,male,116,James Cronin,"Chicago, IL, USA",for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,1/2,880000,2889667,received,1,Physics,jamescronin1980physics,,0
184,Göttingen,Göttingen,Germany,Germany,"Göttingen, Germany",Goettingen University,Goettingen University,1925,Physics,The Nobel Prize in Physics,Hamburg,Hamburg,Europe,Germany,Germany,1882-08-26,,male,30,James Franck,"Hamburg, Germany",for their discovery of the laws governing the impact of an electron upon an atom,1/2,118165,3211005,received,1,Physics,jamesfranck1925physics,jamesfranck1925physics,22
185,"Princeton, NJ","Princeton, NJ",USA,USA,"Princeton, NJ, USA",Princeton University,Princeton University,2019,Physics,The Nobel Prize in Physics,Winnipeg,Winnipeg,North America,Canada,Canada,1935-04-25,2019-10-08,male,973,James Peebles,"Winnipeg, Canada",for theoretical discoveries in physical cosmology,1/2,9000000,9000000,received,1,Physics,jamespeebles2019physics,,0
186,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Columbia University,Columbia University,1975,Physics,The Nobel Prize in Physics,"Council, ID","Council, ID",North America,USA,USA,1917-12-09,1975-10-17,male,104,James Rainwater,"Council, ID, USA",for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,1/3,630000,3404179,received,3,Physics,jamesrainwater1975physics,,0
187,Paris,Paris,France,France,"Paris, France",Sorbonne University,Sorbonne University,1926,Physics,The Nobel Prize in Physics,Lille,Lille,Europe,France,France,1870-09-30,,male,32,Jean Baptiste Perrin,"Lille, France","for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",1,116960,3273134,received,1,Physics,jeanbaptisteperrin1926physics,,0
188,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),1990,Physics,The Nobel Prize in Physics,"Chicago, IL","Chicago, IL",North America,USA,USA,1930-03-28,1990-10-17,male,138,Jerome I. Friedman,"Chicago, IL, USA","for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",1/3,4000000,6329114,received,1,Physics,jeromeifriedman1990physics,jeromefriedman1990physics,25
189,Amsterdam,Amsterdam,the Netherlands,the Netherlands,"Amsterdam, the Netherlands",Amsterdam University,Amsterdam University,1910,Physics,The Nobel Prize in Physics,Leiden,Leiden,Europe,the Netherlands,the Netherlands,1837-11-23,,male,15,Johannes Diderik van der Waals,"Leiden, the Netherlands",for his work on the equation of state for gases and liquids,1,140703,7130220,received,1,Physics,johannesdiderikvanderwaals1910physics,,0
190,Greifswald,Greifswald,Germany,Germany,"Greifswald, Germany",Greifswald University,Greifswald University,1919,Physics,The Nobel Prize in Physics,Schickenhof,Schickenhof,Europe,Germany,Germany,1874-04-15,,male,24,Johannes Stark,"Schickenhof, Germany",for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,1,133127,2377268,received,1,Physics,johannesstark1919physics,,0
191,"Urbana, IL","Urbana, IL",USA,USA,"Urbana, IL, USA",University of Illinois,University of Illinois,1956,Physics,The Nobel Prize in Physics,"Madison, WI","Madison, WI",North America,USA,USA,1908-05-23,,male,66,John Bardeen,"Madison, WI, USA",for their researches on semiconductors and their discovery of the transistor effect,1/3,200123,2699501,received,2,Physics,johnbardeen1956physics,,0
192,"Greenbelt, MD","Greenbelt, MD",USA,USA,"Greenbelt, MD, USA",NASA Goddard Space Flight Center,NASA Goddard Space Flight Center,2006,Physics,The Nobel Prize in Physics,"Roanoke, VA","Roanoke, VA",North America,USA,USA,1946-08-07,2006-10-03,male,804,John C. Mather,"Roanoke, VA, USA",for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,1/2,10000000,11552680,received,1,Physics,johncmather2006physics,,0
193,"Harwell, Berkshire","Harwell, Berkshire",United Kingdom,United Kingdom,"Harwell, Berkshire, United Kingdom",Atomic Energy Research Establishment,Atomic Energy Research Establishment,1951,Physics,The Nobel Prize in Physics,Todmorden,Todmorden,Europe,United Kingdom,United Kingdom,1897-05-27,,male,56,John Cockcroft,"Todmorden, United Kingdom",for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,1/2,167612,2686090,received,1,Physics,johncockcroft1951physics,,0
194,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Harvard University,Harvard University,1977,Physics,The Nobel Prize in Physics,"Middletown, CT","Middletown, CT",North America,USA,USA,1899-03-13,1977-10-11,male,109,John H. van Vleck,"Middletown, CT, USA",for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,1/3,700000,3080986,received,3,Physics,johnhvanvleck1977physics,,0
195,"Boulder, CO","Boulder, CO",USA,USA,"Boulder, CO, USA","University of Colorado, JILA","University of Colorado, JILA",2005,Physics,The Nobel Prize in Physics,"Denver, CO","Denver, CO",North America,USA,USA,1934-08-21,2005-10-04,male,792,John L. Hall,"Denver, CO, USA","for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",1/4,10000000,11711430,received,2,Physics,johnlhall2005physics,,0
196,"Princeton, NJ","Princeton, NJ",USA,USA,"Princeton, NJ, USA",Princeton University,Princeton University,1993,Physics,The Nobel Prize in Physics,"Philadelphia, PA","Philadelphia, PA",North America,USA,USA,1941-03-29,1993-10-13,male,144,Joseph H. Taylor Jr.,"Philadelphia, PA, USA","for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",1/2,6700000,9044276,received,2,Physics,josephhtaylorjr1993physics,,0
197,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Harvard University,Harvard University,1965,Physics,The Nobel Prize in Physics,"New York, NY","New York, NY",North America,USA,USA,1918-02-12,,male,85,Julian Schwinger,"New York, NY, USA","for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",1/3,282000,2782895,received,2,Physics,julianschwinger1965physics,julianschwinger1965physics,26
198,Rüschlikon,Rüschlikon,Switzerland,Switzerland,"Rüschlikon, Switzerland",IBM Zurich Research Laboratory,IBM Zurich Research Laboratory,1987,Physics,The Nobel Prize in Physics,Basel,Basel,Europe,Switzerland,Switzerland,1927-04-20,1987-10-14,male,131,K. Alex Müller,"Basel, Switzerland",for their important break-through in the discovery of superconductivity in ceramic materials,1/2,2175000,4274764,received,2,Physics,kalexmüller1987physics,alexanderller1987physics,24
199,Uppsala,Uppsala,Sweden,Sweden,"Uppsala, Sweden",Uppsala University,Uppsala University,1981,Physics,The Nobel Prize in Physics,Lund,Lund,Europe,Sweden,Sweden,1918-04-20,1981-10-19,male,120,Kai M. Siegbahn,"Lund, Sweden",for his contribution to the development of high-resolution electron spectroscopy,1/2,1000000,2929688,received,3,Physics,kaimsiegbahn1981physics,,0
200,"Ithaca, NY","Ithaca, NY",USA,USA,"Ithaca, NY, USA",Cornell University,Cornell University,1982,Physics,The Nobel Prize in Physics,"Waltham, MA","Waltham, MA",North America,USA,USA,1936-06-08,1982-10-18,male,121,Kenneth G. Wilson,"Waltham, MA, USA",for his theory for critical phenomena in connection with phase transitions,1,1150000,3102518,received,1,Physics,kennethgwilson1982physics,,0
201,,,,,N/A,LIGO/VIRGO Collaboration,LIGO/VIRGO Collaboration,2017,Physics,The Nobel Prize in Physics,"Logan, UT","Logan, UT",North America,USA,USA,1940-06-01,2017-10-03,male,943,Kip S. Thorne,"Logan, UT, USA",for decisive contributions to the LIGO detector and the observation of gravitational waves,1/4,9000000,9176183,received,3,Physics,kipsthorne2017physics,,0
202,Stuttgart,Stuttgart,Germany,Germany,"Stuttgart, Germany",Max-Planck-Institut für Festkörperforschung,Max-Planck-Institut für Festkörperforschung,1985,Physics,The Nobel Prize in Physics,Schroda,Schroda,Europe,German-occupied Poland,Poland,1943-06-28,1985-10-16,male,126,Klaus von Klitzing,"Schroda, German-occupied Poland (now Poland)",for the discovery of the quantized Hall effect,1,1800000,3843964,received,1,Physics,klausvonklitzing1985physics,,0
203,Manchester,Manchester,United Kingdom,United Kingdom,"Manchester, United Kingdom",University of Manchester,University of Manchester,2010,Physics,The Nobel Prize in Physics,Nizhny Tagil,Nizhny Tagil,Europe,Russia,Russia,1974-08-23,2010-10-05,male,850,Konstantin Novoselov,"Nizhny Tagil, Russia",for groundbreaking experiments regarding the two-dimensional material graphene,1/2,10000000,10819388,received,2,Physics,konstantinnovoselov2010physics,,0
204,Manchester,Manchester,United Kingdom,United Kingdom,"Manchester, United Kingdom",Victoria University,Victoria University,1915,Physics,The Nobel Prize in Physics,Adelaide,Adelaide,Oceania,Australia,Australia,1890-03-31,1915-11-12,male,21,Lawrence Bragg,"Adelaide, Australia",for their services in the analysis of crystal structure by means of X-rays,1/2,149223,6217625,received,2,Physics,lawrencebragg1915physics,,0
205,"Yorktown Heights, NY","Yorktown Heights, NY",USA,USA,"Yorktown Heights, NY, USA",IBM Thomas J. Watson Research Center,IBM Thomas J. Watson Research Center,1973,Physics,The Nobel Prize in Physics,Osaka,Osaka,Asia,Japan,Japan,1925-03-12,1973-10-23,male,97,Leo Esaki,"Osaka, Japan","for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",1/4,510000,3331882,received,1,Physics,leoesaki1973physics,,0
206,"Batavia, IL","Batavia, IL",USA,USA,"Batavia, IL, USA",Fermi National Accelerator Laboratory,Fermi National Accelerator Laboratory,1988,Physics,The Nobel Prize in Physics,"New York, NY","New York, NY",North America,USA,USA,1922-07-15,1988-10-19,male,132,Leon M. Lederman,"New York, NY, USA",for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,1/3,2500000,4645689,received,1,Physics,leonmlederman1988physics,leonlederman1988physics,23
207,"Providence, RI","Providence, RI",USA,USA,"Providence, RI, USA",Brown University,Brown University,1972,Physics,The Nobel Prize in Physics,"New York, NY","New York, NY",North America,USA,USA,1930-02-28,,male,95,Leon N. Cooper,"New York, NY, USA","for their jointly developed theory of superconductivity, usually called the BCS-theory",1/3,480000,3345725,received,2,Physics,leonncooper1972physics,leoncooper1972physics,21
208,Moscow,Moscow,USSR,Russia,"Moscow, USSR (now Russia)",Academy of Sciences,Academy of Sciences,1962,Physics,The Nobel Prize in Physics,Baku,Baku,Asia,Russian Empire,Azerbaijan,1908-01-22,,male,77,Lev Landau,"Baku, Russian Empire (now Azerbaijan)","for his pioneering theories for condensed matter, especially liquid helium",1,257220,2836985,received,1,Physics,levlandau1962physics,levlandau1962physics,20
209,London,London,United Kingdom,United Kingdom,"London, United Kingdom",Royal Institution of Great Britain,Royal Institution of Great Britain,1904,Physics,The Nobel Prize in Physics,"Langford Grove, Maldon, Essex","Langford Grove, Maldon, Essex",Europe,United Kingdom,United Kingdom,1842-11-12,,male,8,Lord Rayleigh,"Langford Grove, Maldon, Essex, United Kingdom",for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,1,140859,7767960,received,1,Physics,lordrayleigh1904physics,,0
210,Paris,Paris,France,France,"Paris, France","Sorbonne University, Institut Henri Poincaré","Sorbonne University, Institut Henri Poincaré",1929,Physics,The Nobel Prize in Physics,Dieppe,Dieppe,Europe,France,France,1892-08-15,,male,36,Louis de Broglie,"Dieppe, France",for his discovery of the wave nature of electrons,1,172760,4907955,received,1,Physics,louisdebroglie1929physics,,0
211,Grenoble,Grenoble,France,France,"Grenoble, France",University of Grenoble,University of Grenoble,1970,Physics,The Nobel Prize in Physics,Lyon,Lyon,Europe,France,France,1904-11-22,1970-10-27,male,92,Louis Néel,"Lyon, France",for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,1/2,400000,3177966,received,2,Physics,louisnéel1970physics,,0
